	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
84369	GUT_GENOME084370	ERS537317_37	HGM	MAG	3011902	76	95455	35.58	98.91	0.86	0.03	0.0	9.0	0.0	17		GUT_GENOME000308	MGYG-HGUT-00078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	ERS537317	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00078/genomes4/GUT_GENOME084370.gff.gz
138045	GUT_GENOME138046	NielsenHB_2014__V1_UC37_0__bin.25	CIBIO	MAG	1908055	391	5697	55.22	80.2	0.66	0.04	0.0	68.56	0.0	15		GUT_GENOME001354	MGYG-HGUT-00225	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	ERS199359	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00225/genomes1/GUT_GENOME138046.gff.gz
211499	GUT_GENOME211500	SRR6054446_bin.2	EBI	MAG	4681855	141	65316	41.87	81.03	1.72	0.01	94.96	63.27	8.82	17	ERZ982735	GUT_GENOME143505	MGYG-HGUT-02478	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	SRS1914044	SRP096283	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02478/genomes10/GUT_GENOME211500.gff.gz
183803	GUT_GENOME183804	SRR4408063_bin.11	EBI	MAG	6001321	174	65493	41.92	94.25	0.93	0.07	94.96	0.0	0.0	20	ERZ962371	GUT_GENOME096203	MGYG-HGUT-01378	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	SRS1735498	SRP090628	Estonia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01378/genomes1/GUT_GENOME183804.gff.gz
110795	GUT_GENOME110796	LeChatelierE_2013__MH0189__bin.83	CIBIO	MAG	2615314	189	20307	55.13	91.92	0.62	0.46	0.0	0.0	0.0	18		GUT_GENOME024514	MGYG-HGUT-00700	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__	ERS328901	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00700/genomes1/GUT_GENOME110796.gff.gz
165410	GUT_GENOME165411	SRR1197066_bin.8	EBI	MAG	2075705	510	4425	60.45	80.8	3.61	0.7	0.0	0.0	0.0	16	ERZ984482	GUT_GENOME000008	MGYG-HGUT-00003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	SRS576034	SRP040146	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00003/genomes1/GUT_GENOME165411.gff.gz
173426	GUT_GENOME173427	SRR2155330_bin.5	EBI	MAG	1480936	71	45506	57.43	65.18	0.0	0.22	94.12	0.0	0.0	14	ERZ844142	GUT_GENOME209802	MGYG-HGUT-03166	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	SRS1028152	SRP062282	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-031/MGYG-HGUT-03166/genomes1/GUT_GENOME173427.gff.gz
281266	GUT_GENOME281267	ZeeviD_2015__PNP_Validation_57__bin.32	CIBIO	MAG	2018381	257	11376	53.0	92.2	0.99	0.07	0.0	0.0	0.0	17		GUT_GENOME026012	MGYG-HGUT-00730	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	ERS953876	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00730/genomes1/GUT_GENOME281267.gff.gz
286012	GUT_GENOME286013	ZellerG_2014__CCMD26925580ST-21-0__bin.53	CIBIO	MAG	1363686	196	10898	45.67	85.54	1.9	0.39	0.0	0.0	0.0	17		GUT_GENOME258044	MGYG-HGUT-04158	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	ERS436815	ERP005534	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-041/MGYG-HGUT-04158/genomes2/GUT_GENOME286013.gff.gz
108048	GUT_GENOME108049	LeChatelierE_2013__MH0037__bin.7	CIBIO	MAG	3806593	78	79263	46.55	91.58	1.18	0.14	0.0	0.0	5.37	19		GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328751	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes12/GUT_GENOME108049.gff.gz
78171	GUT_GENOME078172	ERS473235_3	HGM	MAG	2060636	58	60179	58.99	85.45	0.68	0.18	0.0	0.0	0.0	19		GUT_GENOME142522	MGYG-HGUT-02395	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	ERS473235	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02395/genomes4/GUT_GENOME078172.gff.gz
45922	GUT_GENOME045923	ERR1620288_bin.18	EBI	MAG	2715405	236	17887	41.64	88.43	2.85	0.92	0.0	0.0	0.0	10	ERZ850029	GUT_GENOME096375	MGYG-HGUT-01439	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella sp000411335	ERS1343350	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-014/MGYG-HGUT-01439/genomes1/GUT_GENOME045923.gff.gz
233053	GUT_GENOME233054	SRS475612_49	HGM	MAG	3468289	74	92714	51.5	93.65	1.43	0.0	0.0	99.67	51.52	20		GUT_GENOME018576	MGYG-HGUT-00606	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	SRS475612	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-006/MGYG-HGUT-00606/genomes2/GUT_GENOME233054.gff.gz
108466	GUT_GENOME108467	LeChatelierE_2013__MH0069__bin.34	CIBIO	MAG	3141062	116	62608	43.17	98.73	1.52	0.16	0.0	0.0	11.38	18		GUT_GENOME239728	MGYG-HGUT-03694	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	ERS328783	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03694/genomes2/GUT_GENOME108467.gff.gz
247206	GUT_GENOME247207	VogtmannE_2016__MMRS88581325ST-27-0-0__bin.14	CIBIO	MAG	2011121	158	19183	33.8	95.75	0.94	0.14	0.0	0.0	0.0	19		GUT_GENOME001490	MGYG-HGUT-00244	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	ERS1066705	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00244/genomes2/GUT_GENOME247207.gff.gz
80965	GUT_GENOME080966	ERS537193_57	HGM	MAG	1538929	454	3966	61.31	81.74	2.8	2.82	89.08	0.0	7.66	13		GUT_GENOME180274	MGYG-HGUT-02926	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000431575	ERS537193	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-029/MGYG-HGUT-02926/genomes1/GUT_GENOME080966.gff.gz
146361	GUT_GENOME146362	PATRIC_624_1401	PATRIC/IMG	Isolate	4565548	380	26289	50.82	99.44	0.11		95.8	61.97	99.86	20	624.1401	GUT_GENOME144544	MGYG-HGUT-02506	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D	SAMEA3891731	PRJEB12097	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02506/genomes15/GUT_GENOME146362.gff.gz
143924	GUT_GENOME143925	PATRIC_562_13871	PATRIC/IMG	Isolate	5499131	183	177490	50.29	99.68	1.19		95.8	99.67	88.58	20	562.13871	GUT_GENOME144544	MGYG-HGUT-02506	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D	SAMN03784999	PRJNA287625	Mali	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02506/genomes10/GUT_GENOME143925.gff.gz
273945	GUT_GENOME273946	ZeeviD_2015__PNP_Main_464__bin.18	CIBIO	MAG	4022467	47	213208	46.76	92.19	0.09	0.0	0.0	30.59	99.49	20		GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972102	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes7/GUT_GENOME273946.gff.gz
245026	GUT_GENOME245027	VogtmannE_2016__MMRS34525504ST-27-0-0__bin.31	CIBIO	MAG	2015179	278	9621	55.31	89.74	1.92	0.38	0.0	0.0	0.0	17		GUT_GENOME095971	MGYG-HGUT-01302	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	ERS1066707	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01302/genomes9/GUT_GENOME245027.gff.gz
90969	GUT_GENOME090970	FengQ_2015__SID31021__bin.37	CIBIO	MAG	2693033	83	54302	37.21	99.33	2.01	0.12	0.0	8.94	14.46	18		GUT_GENOME147149	MGYG-HGUT-02528	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	ERS608489	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02528/genomes2/GUT_GENOME090970.gff.gz
244004	GUT_GENOME244005	VincentC_2016__MM070.2__bin.18	CIBIO	MAG	3035466	410	9270	51.12	86.77	2.06	0.47	0.0	0.0	9.09	19		GUT_GENOME244005	MGYG-HGUT-03783	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575;s__GCA-900066575 sp002160765	SRS1101270	SRP064400	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-037/MGYG-HGUT-03783/genomes1/GUT_GENOME244005.gff.gz
131535	GUT_GENOME131536	LouisS_2016__AS56_3__bin.12	CIBIO	MAG	2100660	82	42986	54.62	88.78	1.44	0.06	0.0	0.0	0.0	20		GUT_GENOME095971	MGYG-HGUT-01302	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis			Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01302/genomes9/GUT_GENOME131536.gff.gz
155999	GUT_GENOME156000	QinN_2014__LD-4__bin.18	CIBIO	MAG	4372261	73	120586	46.78	84.48	3.45	0.13	0.0	21.2	0.0	20		GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS475298	ERP005860	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes4/GUT_GENOME156000.gff.gz
150964	GUT_GENOME150965	QinJ_2012__NOF013__bin.19	CIBIO	MAG	3095820	164	42316	32.79	100.0	2.01	0.11	0.0	0.0	0.0	16		GUT_GENOME000658	MGYG-HGUT-00139	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000434315	SRS259495	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00139/genomes1/GUT_GENOME150965.gff.gz
199786	GUT_GENOME199787	SRR5279234_bin.16	EBI	MAG	2558455	379	8609	47.76	90.04	3.22	0.68	0.0	0.0	11.25	14	ERZ845182	GUT_GENOME096538	MGYG-HGUT-01531	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M sp001517625	SRS1997013	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-015/MGYG-HGUT-01531/genomes1/GUT_GENOME199787.gff.gz
117362	GUT_GENOME117363	LiJ_2014__MH0376__bin.54	CIBIO	MAG	2309429	365	8264	56.46	94.25	0.91	0.2	0.0	0.0	0.0	17		GUT_GENOME251083	MGYG-HGUT-03937	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	ERS396376	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-039/MGYG-HGUT-03937/genomes1/GUT_GENOME117363.gff.gz
213186	GUT_GENOME213187	SRS012273_40	HGM	MAG	1523958	71	55110	27.6	78.12	0.56	0.01	0.0	0.0	0.0	17		GUT_GENOME047426	MGYG-HGUT-00929	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000437855	SRS012273	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-009/MGYG-HGUT-00929/genomes1/GUT_GENOME213187.gff.gz
285865	GUT_GENOME285866	ZellerG_2014__CCMD23101338ST-21-0__bin.65	CIBIO	MAG	1541282	359	5041	53.01	80.49	0.69	0.52	0.0	0.0	0.0	11		GUT_GENOME025761	MGYG-HGUT-00725	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	ERS436818	ERP005534	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00725/genomes1/GUT_GENOME285866.gff.gz
277638	GUT_GENOME277639	ZeeviD_2015__PNP_Main_663__bin.23	CIBIO	MAG	2121359	103	37403	38.02	93.01	2.48	0.09	0.0	0.0	0.0	14		GUT_GENOME000237	MGYG-HGUT-00060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	ERS972301	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00060/genomes1/GUT_GENOME277639.gff.gz
43748	GUT_GENOME043749	ERR1305885_bin.37	EBI	MAG	2216979	246	12512	60.7	88.9	4.19	0.29	0.0	0.0	0.0	14	ERZ833181	GUT_GENOME000367	MGYG-HGUT-00084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	ERS1076027	ERP014480	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00084/genomes1/GUT_GENOME043749.gff.gz
74560	GUT_GENOME074561	ERS396508_9	HGM	MAG	1813233	36	76411	65.78	100.0	1.61	0.23	0.0	0.0	0.0	20		GUT_GENOME018700	MGYG-HGUT-00614	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Libanicoccus;s__Libanicoccus massiliensis	ERS396508	ERP004605	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-006/MGYG-HGUT-00614/genomes1/GUT_GENOME074561.gff.gz
168445	GUT_GENOME168446	SRR1462084_bin.7	EBI	MAG	1867168	196	13141	43.82	94.51	0.65	0.19	0.0	0.0	0.0	12	ERZ987000	GUT_GENOME096055	MGYG-HGUT-01334	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis	SRS575981	SRP040146	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01334/genomes1/GUT_GENOME168446.gff.gz
228030	GUT_GENOME228031	SRS294837_4	HGM	MAG	2713300	73	90752	47.26	71.16	0.0	0.02	93.28	0.0	0.0	17		GUT_GENOME142497	MGYG-HGUT-02394	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp001275135	SRS294837	SRP008047	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02394/genomes1/GUT_GENOME228031.gff.gz
66936	GUT_GENOME066937	ERS235540_40	HGM	MAG	1642907	229	8376	60.03	83.37	1.74	0.35	0.0	0.0	0.0	18		GUT_GENOME142522	MGYG-HGUT-02395	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	ERS235540	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02395/genomes2/GUT_GENOME066937.gff.gz
123426	GUT_GENOME123427	LiJ_2017__H2M414931__bin.2	CIBIO	MAG	1070908	16	107785	55.71	54.57	0.0	0.0	0.0	0.0	0.0	12		GUT_GENOME095971	MGYG-HGUT-01302	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	ERS1138866	ERP015450	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01302/genomes1/GUT_GENOME123427.gff.gz
127823	GUT_GENOME127824	LiuW_2016__SRR3992989__bin.21	CIBIO	MAG	1113077	106	14914	59.57	61.45	0.47	0.33	94.12	0.0	0.0	13		GUT_GENOME000111	MGYG-HGUT-00027	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii	SRS1596802	SRP080787	Mongolia	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00027/genomes1/GUT_GENOME127824.gff.gz
51300	GUT_GENOME051301	ERR209453_bin.42	EBI	MAG	1208232	32	53762	28.77	72.63	1.34	0.04	0.0	21.14	7.69	16	ERZ966655	GUT_GENOME170057	MGYG-HGUT-02796	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000435755	ERS199134	ERP002061	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02796/genomes1/GUT_GENOME051301.gff.gz
259	GUT_GENOME000260	14207_7_43	HBC	Isolate	3711042	83	93967	43.66	95.32	0.58		0.0	99.61	99.62	20		GUT_GENOME000260	MGYG-HGUT-00067	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900066765	ERS852532	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00067/genomes1/GUT_GENOME000260.gff.gz
67177	GUT_GENOME067178	ERS235549_5	HGM	MAG	2149654	15	157687	59.46	99.89	0.91	0.01	0.0	0.0	0.0	20		GUT_GENOME142522	MGYG-HGUT-02395	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	ERS235549	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-023/MGYG-HGUT-02395/genomes4/GUT_GENOME067178.gff.gz
160048	GUT_GENOME160049	SchirmerM_2016__G88748__bin.15	CIBIO	MAG	1323536	497	2766	56.01	52.44	0.0	0.04	0.0	0.0	0.0	16		GUT_GENOME143211	MGYG-HGUT-02454	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	SRS1876530	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02454/genomes5/GUT_GENOME160049.gff.gz
191461	GUT_GENOME191462	SRR5056860_bin.53	EBI	MAG	3478325	141	38600	47.18	86.74	0.81	0.16	0.0	21.27	10.7	14	ERZ937289	GUT_GENOME096083	MGYG-HGUT-01346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1820386	SRP093965	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes12/GUT_GENOME191462.gff.gz
275590	GUT_GENOME275591	ZeeviD_2015__PNP_Main_549__bin.44	CIBIO	MAG	3138295	103	44263	46.99	96.62	1.93	0.09	0.0	0.0	9.78	18		GUT_GENOME001297	MGYG-HGUT-00217	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	ERS972187	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00217/genomes4/GUT_GENOME275591.gff.gz
137913	GUT_GENOME137914	NielsenHB_2014__V1_UC33_0__bin.51	CIBIO	MAG	3782660	100	56167	44.53	95.76	0.0	0.04	0.0	0.0	0.0	19		GUT_GENOME239725	MGYG-HGUT-03693	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A plebeius_A	ERS199354	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03693/genomes2/GUT_GENOME137914.gff.gz
274440	GUT_GENOME274441	ZeeviD_2015__PNP_Main_487__bin.33	CIBIO	MAG	1740910	56	51507	49.12	93.55	0.0	0.01	0.0	0.0	0.0	20		GUT_GENOME281389	MGYG-HGUT-04533	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp000436375	ERS972125	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-045/MGYG-HGUT-04533/genomes1/GUT_GENOME274441.gff.gz
101165	GUT_GENOME101166	HMP_2012__SRS015794__bin.6	CIBIO	MAG	2866411	42	107972	46.41	79.03	0.19	0.01	0.0	0.0	0.0	19		GUT_GENOME239662	MGYG-HGUT-03681	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	SRS015794	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03681/genomes1/GUT_GENOME101166.gff.gz
